id,vin,price,miles,stock_no,year,make,model,trim,body_type,vehicle_type,drivetrain,transmission,fuel_type,engine_size,engine_block,seller_name,street,city,state,zip
af329c43-27cb,2G4WC562851237432,4000.0,52525.0,,2005.0,Buick,LaCrosse,CX,Sedan,Car,FWD,Automatic,Unleaded,3.8,V,tred,220 Nw 8th Ave,Portland,OR,97209
5a9a128f-5930,KM8JN72D55U088490,,176681.0,1975,2005.0,Hyundai,Tucson,,SUV,Truck,,,,,,mas auto sales,2701 Patterson Rd,Riverbank,CA,95367
18579435-122e,1J4FA44S55P313080,12891.0,182146.0,5P313080-106,2005.0,Jeep,Wrangler,Unlimited,SUV,Truck,4WD,Automatic,Unleaded,4.0,I,sterling mccall honda,22575 Highway 59 North,Kingwood,TX,77339.0
d2a81399-dd30,JTJGA31U650047875,8490.0,148299.0,,2005.0,Lexus,RX,330,SUV,Truck,FWD,Automatic,Premium Unleaded,3.3,V,vinson auto group,446 Main Street East,Valdese,NC,28690
0e4fd338-00e6,2T1LR30E65C474533,6944.0,107112.0,5C474533,2005.0,Toyota,Matrix,XR,Wagon,Car,4WD,Automatic,Unleaded,1.8,I,beechmont volkswagen,8057 Beechmont Avenue,Cincinnati,OH,45255
2c8e629a-5705,JNKCV51E65M220876,9999.0,55782.0,5M220876,2005.0,INFINITI,G35,Base,Sedan,Car,RWD,Manual,Premium Unleaded,3.5,V,ocx cars,7433 Telegraph,Montebello,CA,90640
eeae51a1-0146,1D4GP45R95B141060,2995.0,202360.0,T23144A,2005.0,Dodge,Caravan,SXT,Minivan,Truck,FWD,Automatic,Unleaded,3.3,V,permian toyota,3500 N Grimes St,Hobbs,NM,88240.0
d435f9cc-6417,1GCHK23205F940230,,314473.0,235866A,2005.0,Chevrolet,Silverado 2500HD,LS,Pickup,Truck,4WD,Manual,Diesel,6.6,V,northside chevrolet,9400 San Pedro Ave,San Antonio,TX,78216
b885e196-369f,JF1SG63615H747306,9900.0,98000.0,,2005.0,Subaru,Forester,X,SUV,Truck,4WD,Automatic,Unleaded,2.5,H,beaverton auto wholesale llc,21785 Sw Tualatin Valley Highway F,Aloha,OR,97006
717dead9-1a1d,1FMDU65W85UB62217,,269405.0,5UB62217,2005.0,Ford,Explorer,Limited,SUV,Truck,RWD,Automatic,Unleaded,4.6,V,audi memphis,1825 Covington Pike,Memphis,TN,38128
ed4fb8fc-536d,1G1YY24U155116637,22500.0,73987.0,6843B,2005.0,Chevrolet,Corvette,Base,Coupe,Car,RWD,Manual,Premium Unleaded,6.0,V,jerry hunt supercenter,418 Piedmont Drive,Lexington,NC,27295
29d4315f-2558,3GNGK26U75G185947,39995.0,46347.0,130410,2005.0,Chevrolet,Suburban,LS,SUV,Truck,4WD,Automatic,Unleaded,6.0,V,pete's auto sales,3456 10Th Avenue South #,Great Falls,MT,59405
0291d9ba-dfb5,2GCEK13T451230180,10000.0,194611.0,P5970A,2005.0,Chevrolet,Silverado 1500,Z71,Pickup,Truck,4WD,Automatic,Unleaded,5.3,V,harold chevrolet buick,824 North Wayne Street,Angola,IN,46703
52faf6e0-912e,1FMYU93165KA55169,3000.0,184101.0,A55169,2005.0,Ford,Escape,XLT,SUV,Truck,4WD,Automatic,Unleaded,3.0,V,hi tech motors,602 S Sheridan,Tulsa,OK,74112
59d35170-363b,1FAFP53245A119404,,137212.0,FP3158A,2005.0,Ford,Taurus,SE,Sedan,Car,FWD,Automatic,Unleaded,3.0,V,ed koehn ford lincoln of greenville,11064 W. Carson City Rd,Greenville,MI,48838.0
437e0064-21fd,1FTSW21P35EB56736,14995.0,174354.0,B56736-20,2005.0,Ford,F-250 Super Duty,XL,Pickup,Truck,4WD,Manual,Diesel,6.0,V,truck depot,9800 Nw 27th Ave,Miami,FL,33147
b5a569c5-6a93,4T1BE32K95U059974,3996.0,193156.0,193156a,2005.0,Toyota,Camry,SE,Sedan,Car,FWD,Automatic,Unleaded,2.4,I,bill's used cars,416 Popp Avenue,Sellersburg,IN,47172
41903be7-6ed7,1HGCM66355A079190,,180250.0,UL0344A,2005.0,Honda,Accord,3.0 LX,Sedan,Car,FWD,Automatic,Unleaded,3.0,V,rally gm superstore,39012 Carriage Way,Palmdale,CA,93551
0c2c8007-aafb,1G1YY34U255113722,35000.0,,,2005.0,Chevrolet,Corvette,Base,Convertible,Car,RWD,Automatic,Premium Unleaded,6.0,V,sierra classics & imports,525 Kietzke Lane,Reno,NV,89502
aab875f5-3d67,1J4FA69S65P331141,19382.0,84669.0,S377567A,2005.0,Jeep,Wrangler,Rubicon,SUV,Truck,4WD,Manual,Unleaded,4.0,I,o'brien mazda of fort myers,2850 Colonial Boulevard,Fort Myers,FL,33966
c1894adb-9dd7,JTDKB20UX53047799,4290.0,218440.0,W12870A,2005.0,Toyota,Prius,Base,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.5,I,bommarito automotive group,15736 Manchester Rd,Ellisville,MO,63011.0
5260d9b6-844d,JTJHA31UX50085081,10900.0,106612.0,9G47221A,2005.0,Lexus,RX,330,SUV,Truck,4WD,Automatic,Premium Unleaded,3.3,V,gebhardt bmw,4740 Valmont Road,Boulder,CO,80301
f0a1a874-c2a7,2HGES16375H575434,4000.0,178758.0,10076,2005.0,Honda,Civic,VP,Sedan,Car,FWD,Automatic,Unleaded,1.7,I,automax of akron llc,959 S Arlington St,Akron,OH,44306
1c8dceb7-cf51,1D7HW52N85S120119,,166767.0,120119,2005.0,Dodge,Dakota,Laramie,Pickup,Truck,4WD,Automatic,Unleaded,4.7,V,alacran's motors,7583 Alameda Ave,El Paso,TX,79915.0
6be6c6e0-d630,SHSRD78535U317437,7999.0,130723.0,M2105811,2005.0,Honda,CR-V,LX,SUV,Truck,4WD,Automatic,Unleaded,2.4,I,lee johnson nissan of kirkland,11930 124th Ave Ne,Kirkland,WA,98034.0
a10a3ece-1fb0,KMHDN56D85U153473,,134238.0,11111NG,2005.0,Hyundai,Elantra,GT,Hatchback,Car,FWD,Manual,Unleaded,2.0,I,auto outlet inc,3712 Greensboro Avenue,Tuscaloosa,AL,35405
7570c617-690e,1G1YY244155118744,28990.0,48652.0,31796CY,2005.0,Chevrolet,Corvette,Base,,,RWD,Automatic,,,,spitzer motors of mansfield cdjr,1777 West 4th Street,Ontario,OH,44906
5548f404-1755,SAJDA42B853A40650,12900.0,130334.0,ATA40650,2005.0,Jaguar,XK Series,XKR,Convertible,Car,RWD,Automatic,Premium Unleaded,4.2,V,porsche of hilton head,107 Drivers Way,Hardeeville,SC,29927.0
48bda6a4-32d8,KNDJF724057109584,3533.0,156690.0,T5131T,2005.0,Kia,Sportage,LX,SUV,Truck,FWD,Manual,Unleaded,2.0,I,taj auto mall,154 Nazareth Pike,Bethlehem,PA,18020
6b5c344c-906f,WDBUF70JX5A758350,6900.0,124918.0,5A758350,2005.0,Mercedes-Benz,E-Class,E500,Sedan,Car,RWD,Automatic,Premium Unleaded,5.0,V,don franklin campbellsville chevrolet buick gmc,200 N. Bypass Road,Campbellsville,KY,42718
2d23832a-1276,2HNYD18885H518538,7000.0,190425.0,5H518538CV,2005.0,Acura,MDX,Touring Package,SUV,Truck,4WD,Automatic,Premium Unleaded,3.5,V,lithia auto stores,150 North Bartlett,Medford,OR,97501
0cb04000-57af,1GNEK13T65J150439,,186601.0,803211,2005.0,Chevrolet,Tahoe,Fleet,SUV,Truck,4WD,Automatic,Unleaded,5.3,V,coeur d'alene nissan,4301 N Crown Ave,Coeur D'alene,ID,83815
c0736e01-1504,1GTEC19T65Z316683,,203205.0,316683A,2005.0,GMC,Sierra 1500,SLE,Pickup,Truck,RWD,Automatic,Unleaded,5.3,V,granger chevrolet,2611 Macarthur Dr,Orange,TX,77630
58ccdbce-bec3,JTEHD20V450070571,,213021.0,S5802A,2005.0,Toyota,RAV4,Base,SUV,Truck,4WD,Automatic,Unleaded,2.4,I,kocourek lincoln,2727 North 20Th Ave.,Wausau,WI,54401
3e648f12-c38a,JTDKB22UX53072716,7950.0,59382.0,200559,2005.0,Toyota,Prius,Base,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.5,I,singh auto outlet,6050 Vineland Ave 7,North Hollywood,CA,91606
0b1981d4-9567,2G1WH55K059226619,3600.0,148285.0,A21,2005.0,Chevrolet,Impala,LS,Sedan,Car,FWD,Automatic,Unleaded,3.8,V,martinsville auto sales,703 E Church St.,Martinsville,VA,24112
f57f6934-f6a4,1GCHC23285F967799,12490.0,240010.0,PAC652,2005.0,Chevrolet,Silverado 2500HD,LT,Pickup,Truck,RWD,Automatic,Diesel,6.6,V,pioneer auto,3850 Lawrenceville Highway,Tucker,GA,30084
05982f93-e04a,1ZVFT82H755160998,26990.0,13406.0,55160998,2005.0,Ford,Mustang,GT Deluxe,Coupe,Car,RWD,Manual,Unleaded,4.6,V,hollingsworth auto sales of raleigh,3808 Capital Blvd,Raleigh,NC,27604
ae458dab-b816,1D7HW52J25S346248,,81333.0,TP1399B,2005.0,Dodge,Dakota,Laramie,Pickup,Truck,4WD,Automatic,Premium Unleaded,4.7,V,blaise alexander chrysler dodge jeep ram of greater hazleton,508 Susquehanna Boulevard,Hazle Township,PA,18202
3d959a2d-a5d3,1HGCM56475A164177,4325.0,175505.0,164177,2005.0,Honda,Accord,LX,Sedan,Car,FWD,Automatic,Unleaded,2.4,I,belle mead garage,2454 U.S. 206 Belle Mead,Belle Mead,NJ,08502
b88c9261-0ad1,WDBRF64J75F560032,11999.0,46582.0,ACP1388,2005.0,Mercedes-Benz,C-Class,C320,Sedan,Car,RWD,Automatic,Premium Unleaded; Premium Unleaded / E85,3.2,V,todd judy ford huntington service,2442 3rd Avenue,Huntington,WV,25703
83a7d94b-0b2c,1G4HR57Y56U169526,,76393.0,A10226A,2006.0,Buick,Lucerne,CXL,Sedan,Car,FWD,Automatic,Premium Unleaded,4.6,V,clement automotive group,1790 North Highway 67,Florissant,MO,63033
faf6f4fa-75a0,SCBBR53W26C032227,39994.0,29657.0,4824,2006.0,Bentley,Continental Flying Spur,Base,Sedan,Car,4WD,Automatic,Premium Unleaded,6.0,,action automotive service llc,301 Fairview Ave,Hudson,NY,12534
bd32d5f2-0240,KMHHN65F16U225884,,72577.0,2522,2006.0,Hyundai,Tiburon,SE,Coupe,Car,FWD,Manual,Unleaded,2.7,V,wilson auto sales,1130 Kietzke Ln.,Reno,NV,89502
db4717db-4a38,1GNEC13Z16J147628,8999.0,152894.0,10919,2006.0,Chevrolet,Tahoe,LS,SUV,Truck,RWD,Automatic,E85 / Unleaded,,,father and sons auto sales,3636 W Van Buren St,Phoenix,AZ,85009
a8d3fa2c-369a,1B3EL46X76N154999,,116581.0,7064999,2006.0,Dodge,Stratus,SXT,Sedan,Car,FWD,Automatic,Unleaded,2.4,I,harr toyota,4255 6th Ave. Se,Aberdeen,SD,57401
673bdd54-f303,1GKET16S266172097,,291000.0,U34816D,2006.0,GMC,Envoy XL,SLT,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,i-5 toyota,1950 Nw Louisiana Avenue,Chehalis,WA,98532.0
7f817384-ca86,JH4CL96826C028698,,136476.0,QV207010A,2006.0,Acura,TSX,Base,Sedan,Car,FWD,Automatic,Premium Unleaded,2.4,I,chapman honda,4426 E. 22nd St.,Tucson,AZ,85711
36f79a06-4c82,1HGCM66596A062458,,230225.0,,2006.0,Honda,Accord,EX-L V6,Sedan,Car,FWD,Automatic,Unleaded,3.0,V,american title loans repo sales - parent,3489 S Main St,Salt Lake City,UT,84115
055f3ec1-1a1a,5GTDN136768314174,12990.0,133340.0,4538,2006.0,Hummer,H3,H3,SUV,Truck,4WD,Manual,Unleaded,3.5,I,arnold automotive inc,3325 Neuse Boulevard,New Bern,NC,28560
b73e50d2-54aa,1G4HD57296U200478,4995.0,180000.0,6U200478,2006.0,Buick,Lucerne,CXL,Sedan,Car,FWD,Automatic,Unleaded,3.8,V,bill estes toyota,3232 Harper Road,Indianapolis,IN,46240
72427b53-b079,1GKET16S266172097,,291000.0,U34816D,2006.0,GMC,Envoy XL,SLT,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,volkswagen of olympia,2107 Cooper Point Rd Sw,Olympia,WA,98502
0019b152-61c4,4M2YU56Z76KJ02364,7498.0,57419.0,FL1083D5,2006.0,Mercury,Mariner,Convenience FWD,SUV,Truck,FWD,Automatic,Unleaded,2.3,I,fred beans buick gmc,841 N Easton Rd,Doylestown,PA,18902
c01fbead-c803,1G2MB35B16Y116796,18990.0,13250.0,116796,2006.0,Pontiac,Solstice,Base,Roadster,Car,RWD,Manual,Unleaded,2.4,I,country chevrolet herscher,299 E State Route 115,Herscher,IL,60941
0f537198-74d6,1J4GL48K56W110089,2999.0,198520.0,110089-89,2006.0,Jeep,Liberty,Sport,SUV,Truck,4WD,Manual,Unleaded,3.7,V,auto spot llc,22 South Main Street,South Hackensack,NJ,07606
fbc23171-fa8b,JTMBK32V566009814,8999.0,208169.0,C21241A,2006.0,Toyota,RAV4,Base,SUV,Truck,4WD,Automatic,Unleaded,3.5,V,tucson subaru,4901 N Oracle Rd,Tucson,AZ,85704
40e9b3da-76a4,2CNDL73F966061148,7500.0,85751.0,66061148,2006.0,Chevrolet,Equinox,LT,SUV,Truck,4WD,Automatic,Unleaded,3.4,V,faulkner nissan mechanicsburg,6627 Carlisle Pike,Mechanicsburg,PA,17050
579e1960-fab1,2CNDL73F766040993,12995.0,100428.0,D15792A,2006.0,Chevrolet,Equinox,LT,SUV,Truck,4WD,Automatic,Unleaded,3.4,V,jeff d'ambrosio mitsubishi,1223 East Lancaster Avenue,Downingtown,PA,19335
75217395-bdee,1G6KD57Y86U132708,6950.0,88896.0,C132708,2006.0,Cadillac,DTS,1SC,Sedan,Car,FWD,Automatic,Premium Unleaded,4.6,V,e trade auto sales,25350 Pleasant Valley Road # 110,Chantilly,VA,20152
6fc875b8-7f5f,4T1BF32K16U625995,6998.0,175085.0,6U625995,2006.0,Toyota,Camry,LE,Sedan,Car,FWD,Automatic,Unleaded,3.0,V,advantage bmw midtown,1305 Gray St,Houston,TX,77002
f626ccc5-4655,1FTPW14V16FB67157,8995.0,192150.0,B67157,2006.0,Ford,F-150,XLT,Pickup,Truck,4WD,Automatic,Unleaded,5.4,V,classic cars sales,10605 Boomer Circle 105,Dallas,TX,75238
c10b0158-6bc5,1J4GL58K36W125745,5978.0,178070.0,15278X,2006.0,Jeep,Liberty,Limited,SUV,Truck,4WD,Automatic,Unleaded,3.7,V,ames lincoln,123 Airport Road,Ames,IA,50010
27d15d02-2e46,1FMEU74EX6UA79747,6050.0,145952.0,P3021A,2006.0,Ford,Explorer,Eddie Bauer,SUV,Truck,4WD,Automatic,Unleaded,4.0,V,mills chevy,6600 Elmore Ave,Davenport,IA,52807
4fb4a8d6-78be,JF1GG67616G817524,3499.0,170602.0,P817524,2006.0,Subaru,Impreza,i,Hatchback,Car,4WD,Manual,Unleaded,2.5,H,texas triumph motors san antonio,10154 Culebra Rd. 101,San Antonio,TX,78251
96761f89-c902,2G1WU581669139579,,122652.0,C39579,2006.0,Chevrolet,Impala,LTZ,Sedan,Car,FWD,Automatic,Unleaded,3.9,V,vestal chrysler dodge jeep ram,1000 Vestal Pkwy E,Vestal,NY,13850
67f2b224-3ea1,JF1GD67696H511335,,298539.0,6H511335,2006.0,Subaru,Impreza,i,Sedan,Car,4WD,Automatic,Unleaded,2.5,H,honda south,6871 Mt Zion Blvd,Morrow,GA,30260
b5afd7b6-b37d,1FTSW21P86EC70734,14899.0,173970.0,A4189,2006.0,Ford,F-250 Super Duty,XL,Pickup,Truck,4WD,Automatic,Diesel,6.0,V,zeigler ford of elkhart,2525 Bypass Rd,Elkhart,IN,46514
7243f27b-40b6,JM1NC25F960100905,4850.0,168000.0,,2006.0,Mazda,MX-5 Miata,Base,Roadster,Car,RWD,Manual,Premium Unleaded,2.0,I,meadow lake enterprises,9101 E Highway 377,Cresson,TX,76035
cc72217e-2468,1NXBR30E46Z693499,5000.0,187707.0,52086C,2006.0,Toyota,Corolla,LE,Sedan,Car,FWD,Automatic,Unleaded,1.8,I,castle honda,6900 Dempster St,Morton Grove,IL,60053.0
b40beb1a-e3fb,JTDKB20U963153310,5981.0,152483.0,63153310,2006.0,Toyota,Prius,Base,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.5,I,cincyautos,8057 Beechmont Avenue,Cincinnati,OH,45255
3b09864d-d553,JN8AZ08W06W538131,,195579.0,2011B,2006.0,Nissan,Murano,S,Crossover,Truck,4WD,Automatic,Unleaded,3.5,V,richardson gladwin,1100 W Cedar Ave,Gladwin,MI,48624
5ddccc0d-9388,4T1BK36B16U106144,10995.0,83253.0,6U106144HX,2006.0,Toyota,Avalon,Limited,Sedan,Car,FWD,Automatic,Unleaded,3.5,V,lithia vip,150 N. Bartlett St.,Medford,OR,97501
039d17f3-31b6,1J4FA39S36P779739,14476.0,92578.0,M00553B,2006.0,Jeep,Wrangler,X,SUV,Truck,4WD,Manual,Unleaded,4.0,I,dale earnhardt jr cadillac,1850 Capital Circle Ne,Tallahassee,FL,32308
dfb4e81a-1877,5GRGN23U96H116929,19990.0,122343.0,6H116929,2006.0,Hummer,H2,Base,SUV,Truck,4WD,Automatic,Unleaded,6.0,V,lithia auto stores,150 North Bartlett,Medford,OR,97501
36a2b6cb-6cb7,1GKDS13SX62110537,,0.0,122A,2006.0,GMC,Envoy,SLE,SUV,Truck,RWD,Automatic,Unleaded,4.2,I,walken auto credit,4501 North 1st,Abilene,TX,79603.0
da24a449-20aa,1FMZK01146GA02290,4769.0,190806.0,NB04051,2006.0,Ford,Freestyle,SE,SUV,Truck,FWD,Automatic,Unleaded,3.0,V,dayton supercenter,3771 Rhea County Hwy,Dayton,TN,37321
b02ea4c2-2124,1FTPX14506NB25968,14543.0,95514.0,15713,2006.0,Ford,F-150,Lariat,Pickup,Truck,4WD,Automatic,Unleaded,5.4,V,midgette auto supercenter,9022 Caratoke Hwy,Harbinger,NC,27941
aac21905-9f4c,JTJBT20X560102442,13500.0,191053.0,60102442,2006.0,Lexus,GX,470,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,crown auto group,Greensboro 27401,Greensboro,NC,27401
79c658d4-0e93,JTHBK262X65013663,,151808.0,DTC1646A,2006.0,Lexus,IS,250,Sedan,Car,RWD,Automatic,Premium Unleaded,2.5,V,kendall chevrolet buick gmc of nampa,15700 Idaho Center Blvd,Nampa,ID,83687
17631fe4-e427,JTEBU14R468068223,9999.0,194592.0,210406,2006.0,Toyota,4Runner,Sport,SUV,Truck,4WD,Automatic,Premium Unleaded,4.0,V,southern luxury cars,1851 Airport Industrial Park Drive Southeast,Marietta,GA,30060
173c92f8-165f,1G8AJ55F46Z101083,,142175.0,6Z101083,2006.0,Saturn,ION,2,Sedan,Car,FWD,Automatic,Unleaded,2.2,I,mclarty volkswagen,6030 Landers Rd,North Little Rock,AR,72117
f12dd287-5ee7,2HGFG12666H519623,,206708.0,,2006.0,Honda,Civic,LX,Coupe,Car,FWD,Automatic,Unleaded,1.8,I,2 car pros,9803 South Orange Blossom Trail B,Orlando,FL,32837
89aeef40-be55,JNKBY01E96M205022,6995.0,133699.0,205022,2006.0,INFINITI,M,45,Sedan,Car,RWD,Automatic,Premium Unleaded,4.5,V,"car connection auto sales, llc",301 David Drive,Metairie,LA,70003
43fc610e-6aab,1MEFM42186G600369,,148606.0,RR4029,2006.0,Mercury,Montego,Premier,Sedan,Car,FWD,Automatic,Unleaded,3.0,V,motormart,8550 Atlantic Blvd,Jacksonville,FL,32211
e9cf6176-c896,1GEEH96Y96U550242,,29300.0,21038,2006.0,Cadillac,,,,,,,,,,american coach sales,11723 Detroit Ave.,Cleveland,OH,44107
b9ed2ca9-1ada,5TDZA23C06S442479,4511.0,198597.0,6S442479,2006.0,Toyota,Sienna,LE,Minivan,Truck,FWD,Automatic,Unleaded,3.3,V,northgate ford,8940 Colerain Avenue,Cincinnati,OH,45251
2564e915-49fb,SHSRD78856U421505,5995.0,135069.0,13506,2006.0,Honda,CR-V,EX,SUV,Truck,4WD,Automatic,Unleaded,2.4,I,select luxury motors,734 Atlanta Rd,Cumming,GA,30040
a2d31ae9-4ff2,5TDBA22C76S074319,4895.0,185969.0,074319,2006.0,Toyota,Sienna,XLE,Minivan,Truck,4WD,Automatic,Unleaded,3.3,V,route 6 autos llc,1219 Scranton Carbondale Hwy,Scranton,PA,18508
a3927258-4163,2HGFG12646H520284,4900.0,231490.0,Q30361A,2006.0,Honda,Civic,LX,Coupe,Car,FWD,Automatic,Unleaded,1.8,I,mcgrath volkswagen of marion,675 Blairs Ferry Rd,Marion,IA,52302
41f92a9b-38b4,1FMEU75896ZA01911,4411.0,183673.0,6ZA01911,2006.0,Ford,Explorer,Limited,SUV,Truck,4WD,Automatic,Unleaded,4.6,V,serra nissan of traverse city,1331 S Garfield Ave,Traverse City,MI,49686
3c82e621-ddc3,1G1ZT61886F115627,,163893.0,115627,2006.0,Chevrolet,Malibu Maxx,LT,Hatchback,Car,FWD,Automatic,Unleaded,3.5,V,socal auto auctions,1304 Mildred Street B,Ontario,CA,91761
5cfa6439-c8bd,5TEKU72NX6Z174763,16995.0,119000.0,10273,2006.0,Toyota,Tacoma,PreRunner,Pickup,Truck,RWD,Automatic,Premium Unleaded,4.0,V,white river auto sales,220 Webster Avenue,New Rochelle,NY,10801
72ae1423-4a72,1GCHK23U86F131383,11995.0,217670.0,D10178B,2006.0,Chevrolet,Silverado 2500HD,Work,Pickup,Truck,4WD,Automatic,Unleaded,6.0,V,power newport chrysler jeep dodge,1217 North Coast Hwy 101,Newport,OR,97365
2b12c973-2246,JTMZD33V875044667,5879.0,190316.0,K21699AA,2007.0,Toyota,RAV4,Base,SUV,Truck,FWD,Automatic,Unleaded,2.4,I,ferguson subaru,500 West Oakland Pl,Broken Arrow,OK,74012
68f61727-dbbf,WAUDH78E87A031243,5912.0,206210.0,7A031243,2007.0,Audi,A4,Base,Sedan,Car,4WD,Manual,Premium Unleaded,3.1,V,sonju two harbors,893 Scenic Drive,Two Harbors,MN,55616
6638261b-b0fc,1GNFC13J37J122617,9900.0,0.0,17,2007.0,Chevrolet,Tahoe,LT,SUV,Truck,RWD,Automatic,Unleaded,5.3,V,arizona cars and trucks llc,2525 N Oracle Rd,Tucson,AZ,85705
412061d8-2704,1G1AL55F577283771,5995.0,154754.0,200784A,2007.0,Chevrolet,Cobalt,LT,Sedan,Car,FWD,Automatic,Unleaded,2.2,I,hubler mazda,1253 31 S,Greenwood,IN,46143
d2bdb77e-285b,1J8HG58P47C520457,,165945.0,T520457,2007.0,Jeep,Commander,Limited,SUV,Truck,4WD,Automatic,E85 / Unleaded,4.7,V,world car hyundai,132 Balcones North,San Antonio,TX,78201
036de452-4529,4A3AL25FX7E030380,4695.0,162000.0,380,2007.0,Mitsubishi,Eclipse Spyder,GS,Convertible,Car,FWD,Manual,Unleaded,2.4,I,superior auto sales,1195 South Main Street,Miamisburg,OH,45342
a1e2770c-4744,2D4GP44L37R287164,,165890.0,TL225B,2007.0,Dodge,Grand Caravan,SXT,Minivan,Truck,FWD,Automatic,Unleaded,3.8,V,mike lynch,135 No Bradley Hwy,Rogers City,MI,49779
19d7917b-114b,1N4AL21E07C159018,5500.0,146139.0,219079A,2007.0,Nissan,Altima,S,Sedan,Car,FWD,Automatic,Unleaded,2.5,I,apple honda of hanover,1226 Carlisle St,Hanover,PA,17331
c45f5537-93a4,2FMDK39C17BA27304,,201332.0,P2224B,2007.0,Ford,Edge,SEL Plus,SUV,Truck,FWD,Automatic,Unleaded,3.5,V,speedway ford,1710 North Expressway,Griffin,GA,30223
68b3811c-066e,1J8HR58M57C512237,14995.0,71893.0,2237,2007.0,Jeep,Grand Cherokee,Limited,SUV,Truck,4WD,Automatic,Diesel,3.0,V,tom gray auto sales,811 E Broadway,Louisville,KY,40204
d553d7f7-bd2a,WMWMF73517TT80956,5995.0,128020.0,9569,2007.0,MINI,Cooper,S,Hatchback,Car,FWD,Manual,Premium Unleaded,1.6,I,j & r motorsports,15304 Highway 99,Lynnwood,WA,98087
61ca60f5-8870,5FNYF28167B000283,7995.0,141885.0,18379,2007.0,Honda,Pilot,LX,SUV,Truck,FWD,Automatic,Unleaded,3.5,V,auto mart of henderson,133 Raleigh Road,Henderson,NC,27536
1da66dad-b920,3LNHM28T57R634007,6995.0,159699.0,2639,2007.0,Lincoln,MKZ,Base,Sedan,Car,4WD,Automatic,Unleaded,3.5,V,"friendly way motors, llc",992 South Volusia Avenue,Orange City,FL,32763
8b2269b2-e515,5NMSG73D17H056714,4995.0,178000.0,BC056714,2007.0,Hyundai,Santa Fe,GLS,SUV,Truck,4WD,Automatic,Unleaded,2.7,V,tom wood honda,5920 S Scatterfield Rd,Anderson,IN,46013
9ca671d9-598e,1GCHK29U37E169134,22498.0,90000.0,S169134P,2007.0,Chevrolet,Silverado Classic 2500HD,LT3,Pickup,Truck,4WD,Automatic,Unleaded,6.0,V,klamath falls honda,2810 Washburn Way,Klamath Falls,OR,97603
e3e9d3f4-54a9,2T2GK31U67C002021,12995.0,78645.0,002021,2007.0,Lexus,RX,350,SUV,Truck,FWD,Automatic,Premium Unleaded,3.5,V,john's auto sales,181 Somerville Ave,Somerville,MA,02143
64e40a9c-7350,1FMFU19587LA78243,8988.0,0.0,VIN8243,2007.0,Ford,Expedition,Limited,SUV,Truck,RWD,Automatic,Unleaded,5.4,V,beach blvd automotive,6833 Beach Boulevard,Jacksonville,FL,32216
a5cb5a63-8cac,5TDBT44A27S292428,6895.0,261488.0,689,2007.0,Toyota,Sequoia,SR5,SUV,Truck,4WD,Automatic,Unleaded,4.7,V,larin auto,900 Pleasant St,Norwood,MA,02062
cd0e2288-8cf7,1N6AD06W57C466453,,194156.0,1343A,2007.0,Nissan,Frontier,Nismo,Pickup,Truck,4WD,Automatic,Unleaded,4.0,V,daniel chevrolet buick,39553 Coal River Road,Whitesville,WV,25209.0
ac680fd1-be7b,1J8GR48K27C503743,,259919.0,D12594B,2007.0,Jeep,Grand Cherokee,Laredo,SUV,Truck,4WD,Automatic,Unleaded,3.7,V,leith honda aberdeen,501 11045 15,Aberdeen,NC,28315
9ba4dde8-6f56,5NMSG13D57H091804,4250.0,183682.0,091804,2007.0,Hyundai,Santa Fe,GLS,SUV,Truck,FWD,Automatic,Unleaded,,,j & m imports,9814 N. Cave Creek Rd,Phoenix,AZ,85020
07c8eb37-f5d0,1ZVFT84N475363708,,133500.0,75363708N,2007.0,Ford,Mustang,Deluxe,Convertible,Car,RWD,Manual,Unleaded,4.0,V,twin city buick gmc,3046 Airport Highway,Alcoa,TN,37701.0
3be7ba00-f866,2G1WB58K579213140,4950.0,127307.0,5213140,2007.0,Chevrolet,Impala,LS,Sedan,Car,FWD,Automatic,E85 / Unleaded,3.5,V,plattners lehigh acres superstore,801 Abrams Boulevard,Lehigh Acres,FL,33971
467f2b7f-eee9,1G4HP57247U216225,4990.0,132839.0,T5611A,2007.0,Buick,Lucerne,CX,Sedan,Car,FWD,Automatic,Unleaded,3.8,V,miller chevrolet of rogers,21150 John Milless Dr,Rogers,MN,55374
2d292cd7-33ec,2CKDL63FX76117882,4555.0,130322.0,20463B,2007.0,Pontiac,Torrent,Base,SUV,Truck,FWD,Automatic,Unleaded,3.4,V,jarrett-scott ford,2000 East Baker St,Plant City,FL,33563
3b5c9d80-75fc,5N1BV28U67N132699,,155092.0,2961,2007.0,Nissan,Quest,SL,Minivan,Truck,FWD,Automatic,Unleaded,3.5,V,direct auto source - wyoming,590 28th Street Sw,Wyoming,MI,49509
86c1a17d-2b9f,KM8JM72B27U574162,,,B15019,2007.0,Hyundai,Tucson,GLS,SUV,Truck,4WD,Manual,Unleaded,2.0,I,broadway auto credit,1626 7Th Street,Green Bay,WI,54304.0
